ISBN,title,author,price,category,availability,source
0771098723,The Resurrection of Joseph Bourne (New Canadian Library Series),Jack Hodgins,,,,csv
0156632772,Murder in the Cathedral (A Harvest/Hbj Book),T. S. Eliot,,,,csv
0908802641,Mountain Solitudes: Solo Journeys in the Southern Alps of New Zealand,Aat Vervoorn,,,,csv
055356448X,And One to Die on,Jane Haddam,,,,csv
3453154916,"Diana-TaschenbÃ?Â¼cher, Nr.60, Das steinerne Bildnis",Julia Wallis Martin,,,,csv
3492270409,Misterioso. Kriminalroman.,Arne Dahl,,,,csv
0441003508,The Trinity Vector,Steve Perry,,,,csv
0451524047,Selected Writings of Ralph Waldo Emerson,William H. Gilman,,,,csv
0451167783,A Streetcar Named Desire,Tennessee Williams,,,,csv
0451624955,Lysistrata,Aristophanes,,,,csv
0370005481,The Bodley Head F. Scott Fitzgerald: Vol.4: The Beautiful and Damned,F. Scott Fitzgerald,,,,csv
0140450238,"Saint Joan: A Chronicle Play in Six Scenes and an Epilogue (Shaw, Bernard, Bernard Shaw Library.)",Bernard Shaw,,,,csv
0460110225,Pride and Prejudice (Everyman's Classics S.),Jane Austen,,,,csv
0385240864,Giles Goat Boy (The Anchor Literary Library),JOHN BARTH,,,,csv
0140430636,Bleak House (English Library),Charles Dickens,,,,csv
019281785X,Hard Times (World's Classics),Charles Dickens,,,,csv
0486264734,Bartleby and Benito Cereno (Dover Thrift Editions),Herman Melville,,,,csv
0393955559,"Joseph Andrews With Shamela and Related Writings: Authoritative Texts, Backgrounds and Sources, Criticism (Norton Critical Editions)",Henry Fielding,,,,csv
080215087X,The Caretaker and the Dumb Waiter,Harold Pinter,,,,csv
0713632887,The shoemaker's holiday (The New mermaids),Thomas Dekker,,,,csv
0060982012,Calling the Wind: Twentieth Century African-American Short Stories,Clarence Major,,,,csv
0195052609,Collected Black Women's Narratives (Schomburg Library of Nineteenth-Century Black Women Writers),Louisa Picquet,,,,csv
0060812516,Uncle Tom's Children (Perennial Library),Richard Wright,,,,csv
0451161882,Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass,,,,csv
0813320291,Ancestral House: The Black Short Story in the Americas and Europe,Charles Rowell,,,,csv
0809015765,"Centers of the Self: Stories by Black American Women, from the Nineteenth Century to the Present",Judith A. Hamer,,,,csv
0451524977,Benjamin Franklin: The Autobiography and Other Writings,Benjamin Franklin,,,,csv
1582972397,20 Master Plots: And How to Build Them,Ronald B. Tobias,,,,csv
0393303861,Rich: of Woman Born (10th Anniversary Edition) (Paper),A Rich,,,,csv
1879960125,Borderlands/LA Frontera: The New Mestiza,Gloria Anzaldua,,,,csv
0896084140,Breaking Bread: Insurgent Black Intellectual Life,Bell Hooks,,,,csv
034536256X,Writing a Woman's Life (Ballantine Reader's Circle),CAROLYN G. HEILBRUN,,,,csv
0451522575,The Pathfinder,James Fenimore Cooper,,,,csv
0140042210,A Portrait of the Artist As a Young Man,James Joyce,,,,csv
0679728171,The Ways of White Folks (Vintage Classics),Langston Hughes,,,,csv
0871401045,Cane,Jean Toomer,,,,csv
0935312242,Reena and Other Stories,Paule Marshall,,,,csv
0385313136,Covenant With the Vampire: The Diaries of the Family Dracul,Jeanne Kalogridis,,,,csv
0812522486,The Little Country,Charles de Lint,,,,csv
0312282079,Bayou Moon,C. L. Bevill,,,,csv
0312151101,The Set-Up,Paul Emil Erdman,,,,csv
0553111035,Folly,Laurie R. King,,,,csv
0525936041,Spandau Phoenix,Greg Iles,,,,csv
0312866364,Jeremiah: Terrorist Prophet (Jeremiah),Michael A. Smith,,,,csv
0688168957,Hunting Down Amanda,Andrew Klavan,,,,csv
0553062247,Los Alamos: A Novel,Joseph Kanon,,,,csv
0151003572,The Agent,George V. Higgins,,,,csv
0891414770,Hawks: A Novel,Ray Rosenbaum,,,,csv
0671891707,Breaking Ranks,Ed Ruggero,,,,csv
0345450736,"Between Sisters (Hannah, Kristin)",KRISTIN HANNAH,,,,csv
0679450424,No Safe Place,Richard North Patterson,,,,csv
0525946187,Billy Strobe,John S. Martel,,,,csv
0385183313,The Black Tide,Hammond Innes,,,,csv
0851401422,"Stelda, George &amp; I;",Peter Woolass,,,,csv
0399138129,The People's Choice: A Cautionary Tale,Jeff Greenfield,,,,csv
039449735X,Crazy Salad: Some Things About Women,Nora Ephron,,,,csv
0964564106,Future Perfect Present Empowerment: A Road Map for Survival into the 21st Century,William B. Williams,,,,csv
0446516112,Impulse: A Novel,Michael Weaver,,,,csv
0393083640,Overboard: A novel,Hank Searls,,,,csv
0399132430,State Scarlet,David Aaron,,,,csv
080506107X,The Prosecution: A Legal Thriller,D.W. Buffa,,,,csv
0671319965,The Tide of Victory,Eric Flint,,,,csv
031217974X,Reckless Homicide,Ira Genberg,,,,csv
0345407377,Extreme Justice,William Bernhardt,,,,csv
039914241X,Fatal Terrain,Dale Brown,,,,csv
0394563727,How Old Was Lolita?,Alan Saperstein,,,,csv
0394528018,The Queen's Gambit,Walter Tevis,,,,csv
0399141391,Shadows of Steel,Dale Brown,,,,csv
0399145788,Soft Focus,Jayne Ann Krentz,,,,csv
0671254634,SINS OF FATHERS,Susan Howatch,,,,csv
0385299311,Guardian Angel,Sara Paretsky,,,,csv
0312010400,Hot Flashes,Barbara Raskin,,,,csv
1575667622,Kentucky Heat,Fern Michaels,,,,csv
0671618814,ROCK STAR,Jackie Collins,,,,csv
039536101X,The Outsider,Howard Fast,,,,csv
0446516945,The Gift : A Novel,Kirk Douglas,,,,csv
039453929X,The Miko,Eric Lustbader,,,,csv
0395325064,Max,Howard Fast,,,,csv
0345411447,Reign in Hell,William Diehl,,,,csv
0446519626,Extreme Denial,David Morrell,,,,csv
0440905486,The Beggar Queen (Yearling Books (Paperback)),Lloyd Alexander,,,,csv
0375700609,Loves That Bind (Vintage International (Paperback)),Julian Rios,,,,csv
0679776362,I Was Amelia Earhart: A Novel (Vintage Contemporaries),Jane Mendelsohn,,,,csv
0460875299,Persuasion (Everyman's Library (Paper)),Jane Austen,,,,csv
0140184996,The Power and the Glory (Twentieth Century Classics S.),Graham Greene,,,,csv
0553283448,In the Lake of the Moon,David L. Lindsey,,,,csv
0821747142,Kill All the Lawyers,Marc Berrenson,,,,csv
0140278206,The House Gun,Nadine Gordimer,,,,csv
0399525343,Talk Sports like a Pro: 99 Secrets to Becoming a Sports Goddess,Jean M. McCormick,,,,csv
0812567757,The Silk Code,Paul Levinson,,,,csv
0803261705,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk,,,,csv
0515119652,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,Nora Roberts,,,,csv
093798650X,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,,,,csv
0312269870,A Life's Work : On Becoming a Mother,Rachel Cusk,,,,csv
0520215559,Ambrose Bierce and the Queen of Spades: A Mystery Novel,Oakley Hall,,,,csv
0312963815,Birds of Prey,Wilbur A. Smith,,,,csv
0786906618,Elminster in Myth Drannor: Forgotten Realms : Fantasy Adventure (Novel),Ed Greenwood,,,,csv
0345440072,Seven Dials,ANNE PERRY,,,,csv
0060186380,Call Each River Jordan: A Novel of Historical Suspense,Owen Parry,,,,csv
0060186348,Honor's Kingdom,Owen Parry,,,,csv
0440508509,Cinematherapy : The Girl's Guide to Movies for Every Mood,Beverly West,,,,csv
0671014935,Likely to Die (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,,,,csv
0886773733,The Forbidden Tower (Darkover),Marion Zimmer Bradley,,,,csv
0140095861,Stranger in the Forest: On Foot Across Borneo (Penguin Travel Library Series),Eric Hansen,,,,csv
0671446622,Lace,Shirley Conran,,,,csv
3442437717,Asche zu Asche.,Elizabeth George,,,,csv
0064440850,A Picture for Harold's Room,Crockett Johnson,,,,csv
037570664X,The Spanish Prisoner and the Winslow Boy: Two Screenplays,David Mamet,,,,csv
0380731959,The Deeds of the Disturber (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,,,,csv
0690019483,The Old Die Young,Richard Lockridge,,,,csv
067173430X,DEAD CRAZY : DEAD CRAZY,Nancy Pickard,,,,csv
0449218198,Murder at the Old Vicarage,Jill McGown,,,,csv
0896211614,Where the Truth Lies,Helen Hayes,,,,csv
0446404292,Sanctuary Sparrow (Brother Cadfael Mysteries),Ellis Peters,,,,csv
0525241108,The Cooking School Murders,Virginia Rich,,,,csv
0805007199,Who Is Simon Warwick? (Rinehart Suspense Novel),Patricia Moyes,,,,csv
0670824038,Speak for the Dead (A Viking novel of mystery and suspense),Margaret Yorke,,,,csv
0553293478,Grave Error,Stephen Greenleaf,,,,csv
0060155205,Fly in the Cobweb: A Dan Mallet Novel of Suspense,Frank Parrish,,,,csv
0451140117,"Die Again, Macready",Jack Livingston,,,,csv
0375713611,Flynn's In (Vintage Crime/Black Lizard),GREGORY MCDONALD,,,,csv
0812501888,It Can't Be My Grave,S.F.X. Dean,,,,csv
0396084052,Death in the rain: A Dan Mallett novel of suspense,Frank Parrish,,,,csv
0441791263,Sweet Justice,Jerry Oster,,,,csv
0375713530,"Fletch, Too (Vintage Crime/Black Lizard)",Gregory McDonald,,,,csv
0375713492,Fletch and the Man Who (Vintage Crime/Black Lizard),GREGORY MCDONALD,,,,csv
0451135563,The Haunting of Suzanna Blackwell,Richard Setlowe,,,,csv
0345341988,Death Notes,Ruth Rendell,,,,csv
0345312007,The Tree of Hands,Ruth Rendell,,,,csv
0440129214,Glory,Janice Young-Brooks,,,,csv
0671875086,Mistletoe and Holly (Holiday Classics),Janet Dailey,,,,csv
0446353914,Night Magic,Karen Robards,,,,csv
1558670254,The Bread Machine Cookbook (Nitty Gritty Cookbooks),Donna Rathmell German,,,,csv
0394488105,"The Stouffer Cookbook of Great American Food and Drink, from the Recipe Files of the Stouffer Corporation",Stouffer Corporation,,,,csv
0553100831,With This Ring,Amanda Quick,,,,csv
0940129086,West of Yesterday East of Tomorrow,O. Ray Dodson,,,,csv
0553050931,Yeager: An Autobiography,Chuck Yeager,,,,csv
155802218X,Murder on Martha's Vineyard,David Osborn,,,,csv
068480753X,DEAD MAN'S WALK,Larry McMurtry,,,,csv
0060191414,Murder in Greenwich: Who Killed Martha Moxley?,Mark Fuhrman,,,,csv
080075977X,The Birth Order Book: Why You Are The Way You Are,"Kevin, Dr. Leman",,,,csv
0879234490,"The American Boy's Handy Book: What to Do and How to Do It (Nonpareil Book, 29)",Daniel Carter Beard,,,,csv
0943233135,"True Love: How to Make Your Relationship Sweeter, Deeper and More Passionate",Daphne Rose Kingma,,,,csv
0375713522,Fletch Won (Vintage Crime/Black Lizard),Gregory McDonald,,,,csv
0345353404,Caught Dead in Philadelphia,Gillian Roberts,,,,csv
0345343050,Dark Streaks and Empty Places,Edward Mathis,,,,csv
0670584800,Quest of the Snow Leopard,Roy Chapman Andrews,,,,csv
0870715224,Yamsi: A Year in the Life of a Wilderness Ranch (Northwest Reprints),Dayton O. Hyde,,,,csv
0446361569,The Name Is Archer,Ross MacDonald,,,,csv
0671875159,"Silver Wings, Santiago Blue",Janet Dailey,,,,csv
0441025870,The Apple Dumpling Gang,Jack M. Bickham,,,,csv
0553256742,Yeager: An Autobiography,Chuck Yeager,,,,csv
0449127982,Death of a Citizen,Donald Hamilton,,,,csv
0553231170,The Rain Rustlers,Frank Roderus,,,,csv
0449214729,Guns of Navarone,Alistair MacLean,,,,csv
0891740082,Tough Trip Through Paradise,Andrew Garcia,,,,csv
0312331673,The Gold solution,Herbert Resnicow,,,,csv
0553560816,A Cold Mind,David L. Lindsey,,,,csv
0449203425,Partisans,Alisatir MacLean,,,,csv
0345353439,Natural Prey,Edward Mathis,,,,csv
0515086711,The Gift Horse,Mary McMullen,,,,csv
0805005056,Angel Death (Rinehart Suspense Novel),Patricia Moyes,,,,csv
0805001166,Night Ferry to Death (An Inspector Henry Tibbett Mystery),Patricia Moyes,,,,csv
0445408499,Ask the Cards a Question,Marcia Muller,,,,csv
0679506586,Watson's choice,Gladys Mitchell,,,,csv
0743474937,The Convivial Codfish,Charlotte MacLeod,,,,csv
0380750996,Grab Bag,Charlotte MacLeod,,,,csv
0743474791,The Plain Old Man,Charlotte MacLeod,,,,csv
0380564734,The Withdrawing Room (Sarah Kelling and Max Bittersohn Mysteries (Paperback)),Charlotte MacLeod,,,,csv
0892963697,Vane Pursuit (Peter Shandy Mysteries),Charlotte MacLeod,,,,csv
0380690969,Something the Cat Dragged in (Peter Shandy Mysteries),Charlotte MacLeod,,,,csv
0380598574,Palace Guard (Sarah Kelling and Max Bittersohn Mysteries (Paperback)),Charlotte MacLeod,,,,csv
0743474929,The Bilbao Looking Glass,Charlotte MacLeod,,,,csv
0743479459,The Recycled Citizen : A Sarah Kelling &amp; Max Bittersohn Mystery (Sarah Kelling and Max Bittersohn Mysteries (Paperback)),Charlotte MacLeod,,,,csv
0445408286,The Silver Ghost (Sarah Kelling Mystery),Charlotte MacLeod,,,,csv
0312660812,"Quicksilver a \Nameless Detective\"" Mystery""",Bill Pronzini,,,,csv
0385175345,The other shoe,Mary McMullen,,,,csv
0684184923,From a High Place,Edward Mathis,,,,csv
038519045X,A Grave Without Flowers,Mary McMullen,,,,csv
0385157487,My cousin death,Mary McMullen,,,,csv
0312573383,Nightshades,Bill Pronzini,,,,csv
0684189674,MENACING GROVES,John Sherwood,,,,csv
0445406259,Eye of the Storm,Marcia Muller,,,,csv
0446518840,The Sins of the Father: Joseph P. Kennedy and the Dynasty He Founded,Ronald Kessler,,,,csv
0385182635,Floodgate,Alistair MacLean,,,,csv
0316171409,Rivals,Janet Dailey,,,,csv
0385498748,Icarus: A Thriller,Russell Andrews,,,,csv
0446529028,Hometown Legend,Jerry B. Jenkins,,,,csv
051513385X,Irish Gypsy (Irish Eyes),Ana Seymour,,,,csv
0061030201,Disguised Blessing,Georgia Bockoven,,,,csv
0380794470,Dream a Little Dream,Susan Elizabeth Phillips,,,,csv
0688163173,Shutter Island: A Novel,Dennis Lehane,,,,csv
0553573357,Blue Mars,Kim Stanley Robinson,,,,csv
0871236761,Finding the Freedom of Self-Control,William D. Backus,,,,csv
0932194265,Choicemaking,Sharon Wegscheider-Cruse,,,,csv
0451161386,When Saying No Isn't Enough: How to Keep the Children You Love Off Drugs,Ken Barun,,,,csv
0553293524,"Straight Talk With Kids: Improving Communication, Building Trust, and Keeping Your Children Drug Free",The Scott Newman Center,,,,csv
0062554557,If Only I Could Quit: Becoming a Nonsmoker (Hazelden Meditation Series),Karen Casey,,,,csv
0874831512,"The Steps We Took: A Teacher of the Twelve Steps Shares His Experience, Strength, and Hope With All Those Recovering from Addictions, All Who Want T",Joe McQ,,,,csv
0679727779,Sleeping in Flame,Jonathan Carroll,,,,csv
0312134266,The Anatomy Lesson/a Novel,John David Morley,,,,csv
0310246423,Seven Seasons of the Man in the Mirror,Patrick Morley,,,,csv
042516232X,Shadow Heart,Laura Kinsale,,,,csv
0374225869,Old Wives Lore for Gardeners,Bridget Boland,,,,csv
0451206665,Always in My Heart,Catherine Anderson,,,,csv
0812541537,The Silence in Heaven,Peter Lord-Wolff,,,,csv
0441011462,Angelica: A Novel of Samaria,Sharon Shinn,,,,csv
0688171567,Discovering the Body,Mary Howard,,,,csv
0875969313,"Your Naturally Healthy Home: Stylish, Safe, Simple",Alan Berman,,,,csv
0684852691,Hamlet's Dresser: A Memoir,Bob Smith,,,,csv
1576733866,God Came Near : Chronicles Of The Christ,Max Lucado,,,,csv
0312966555,All Things Wise and Wonderful (All Things Wise &amp; Wonderful),James Herriot,,,,csv
0812555236,Xone of Contention : A Xanth Novel (Xanth),Piers Anthony,,,,csv
0971773106,Darkside of Debonair,Barbara Davis,,,,csv
0060171898,The Putter's Pocket Companion,Jim McLean,,,,csv
0673157202,Tempest,William Shakespeare,,,,csv
0553211897,David Copperfield (Bantam Classics),Charles Dickens,,,,csv
0449132994,To Be a Dancer (Satin Slippers 1),Elizabeth Bernard,,,,csv
067172651X,GOOD EARTH  (ENRICHED CLASSIC),Pearl S. Buck,,,,csv
0515100536,The Aviators (Brotherhood of War),W. E. B. Griffin,,,,csv
0345351517,The Beautiful Room Is Empty,Edmund White,,,,csv
0590418386,Slam Book,Ann M. Martin,,,,csv
0553136283,It's Not the End of the World,Judy Blume,,,,csv
0373630573,"Pilgramage To Hell (Deathlands, No 1)",Lorne Adrian,,,,csv
0553268783,Light in the Forest,Coward Richter,,,,csv
0028626168,The Unofficial Guide to Walt Disney World 1999 (Serial),Bob Sehlinger,,,,csv
0449200531,Twice Shy,Dick Francis,,,,csv
0840732392,The Woman Within: Daily Devotions for Women in Recovery (Serenity Meditation Series),Jan Congo,,,,csv
0688094066,Inventing the Middle Ages,Norman F Cantor,,,,csv
006017949X,Sacrament,Clive Barker,,,,csv
0440539811,"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple &amp; Leviathan",Robert Shea,,,,csv
0425163717,Holiday in Death,J. D. Robb,,,,csv
157660084X,"Deena Katz's Tools and Templates for Your Practice: For Financial Advisors, Planners, and Wealth Managers",Deena B. Katz,,,,csv
157660070X,"Deena Katz on Practice Management: For Financial Advisers, Planners, and Wealth Managers",Deena B. Katz,,,,csv
1887006001,Values-Based Selling : The Art of Building High-Trust Client Relationships,Bill Bachrach,,,,csv
1887006036,Values-Based Financial Planning : The Art of Creating and Inspiring Financial Strategy,Bill Bachrach,,,,csv
0793144337,Attract and Retain the Affluent Investor: Winning Tactics for Today's Financial Advisor,Stephen Gresham,,,,csv
0967450608,The Brand Called You for Financial Advisors,Peter Montoya,,,,csv
0737306173,25 Stupid Mistakes You Don't Want to Make in the Stock Market,David E. Rye,,,,csv
0967205905,Effort-Less Marketing for Financial Advisors,Steve Moeller,,,,csv
1931866007,"Conversations with Millionaires: What Millionaires Do to Get Rich, That You Never Learned About in School!",Mike Litman,,,,csv
0070610487,Networking with the Affluent,Thomas J. Stanley,,,,csv
0070610479,Marketing to the Affluent,Thomas J. Stanley,,,,csv
1567615295,The Complete Idiot's Guide to Starting Your Own Business (Serial),Marcia Layton,,,,csv
0471467634,Mentored by a Millionaire : Master Strategies of Super Achievers,Steven K.  Scott,,,,csv
0312872437,The Marriage of Sticks (Tom Doherty Associates Book),Jonathan Carroll,,,,csv
044661095X,Killing Time,Caleb Carr,,,,csv
061333633X,Timeline,Michael Crichton,,,,csv
0061008923,The Lost Testament,Alan Gold,,,,csv
0440078121,So Many Partings,Cathy Cash Spellman,,,,csv
068160204X,The Royals,Kitty Kelley,,,,csv
0826212034,"Dear Bess: The Letters from Harry to Bess Truman, 1910-1959 (Give 'em Hell Harry Series)",Harry S. Truman,,,,csv
1559272503,Mrs. De Winter : The Sequel to Daphne du Maurier's Rebecca,Susan HIll,,,,csv
0385285906,Love and Will,Rollo May,,,,csv
038523502X,Betty: A Glad Awakening,Betty Ford,,,,csv
0399511210,The Further Prophecies of Nostradamus: 1985 and Beyond,Erika Cheetham,,,,csv
0395353009,The Prince of Tides,Pat Conroy,,,,csv
0517662922,Victims: A Novel,Dorothy Uhnak,,,,csv
0786014202,Thicker Than Water,P. J. Parrish,,,,csv
1551667177,At The Stroke Of Madness (Maggie O'Dell Novels (Hardcover)),Alex Kava,,,,csv
0385134649,"Quasar, Quasar, Burning Bright: [Essays]",Isaac Asimov,,,,csv
0446512451,Thy Brother's Wife ([The Passover trilogy]),Andrew M. Greeley,,,,csv
0671888005,LEADING WITH MY HEART : MY LIFE,Virginia Kelley,,,,csv
0894803166,The Garden Primer,Barbara Damrosch,,,,csv
0671024256,On Writing,Stephen King,,,,csv
1889538019,"The Natural Water Garden (21st Century Gardening Series, Handbook No. 151)",C. Colston Burrell,,,,csv
044900094X,Woman on the Edge of Time,Marge Piercy,,,,csv
0312318383,The Two Americas : Our Current Political Deadlock and How to Break It,Stanley B. Greenberg,,,,csv
0385482493,The Gifts of the Jews : How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels (Hinges of History),Thomas Cahill,,,,csv
0060083816,"Don't Know Much About History : Everything You Need to Know About American History but Never Learned (Davis, Kenneth C. Don't Know Much.)",Kenneth C. Davis,,,,csv
0375414827,The Language Police:  How Pressure Groups Restrict What Students Learn,DIANE RAVITCH,,,,csv
0671000624,GREAT FLYING STORIES,Frederick Forsyth,,,,csv
